"country","stateProvince","municipality","country.new","stateProvince.new","municipality.new","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer"
"Brazil","Minas Gerais","Dom Joaquim","brazil","minas gerais","dom joaquim","municipality","brazil_NA_dom joaquim","brazil_minas gerais_dom joaquim",-18.93071291,-43.26070605,"county"
"Brazil","Minas Gerais","Dom Silvério","brazil","minas gerais","dom silverio","municipality","brazil_NA_dom silverio","brazil_minas gerais_dom silverio",-20.13501331,-42.94700277,"county"
"Brazil","Minas Gerais","Dom Viçoso","brazil","minas gerais","dom vicoso","municipality","brazil_NA_dom vicoso","brazil_minas gerais_dom vicoso",-22.22868369,-45.14239262,"county"
"Brazil","Minas Gerais","Dona Euzébia","brazil","minas gerais","dona euzebia","municipality","brazil_NA_dona euzebia","brazil_minas gerais_dona eusebia",-21.32154515,-42.80152634,"county"
"Brazil","Minas Gerais","Dores de Campos","brazil","minas gerais","dores de campos","municipality","brazil_NA_dores campos","brazil_minas gerais_dores campos",-21.10102198,-43.99141247,"county"
"Brazil","Minas Gerais","Dores de Guanhães","brazil","minas gerais","dores de guanhaes","municipality","brazil_NA_dores guanhaes","brazil_minas gerais_dores guanhaes",-19.05398469,-42.9320845,"county"
"Brazil","Minas Gerais","Dores do Indaiá","brazil","minas gerais","dores do indaia","municipality","brazil_NA_dores indaia","brazil_minas gerais_dores indaia",-19.4901812,-45.54802728,"county"
"Brazil","Minas Gerais","Dores do Turvo","brazil","minas gerais","dores do turvo","municipality","brazil_NA_dores turvo","brazil_minas gerais_dores turvo",-21.02487657,-43.16789853,"county"
"Brazil","Minas Gerais","Doresópolis","brazil","minas gerais","doresopolis","municipality","brazil_NA_doresopolis","brazil_minas gerais_doresopolis",-20.29216461,-45.88812878,"county"
"Brazil","Minas Gerais","Douradoquara","brazil","minas gerais","douradoquara","municipality","brazil_NA_douradoquara","brazil_minas gerais_douradoquara",-18.43764509,-47.60528413,"county"
"Brazil","Minas Gerais","Durandé","brazil","minas gerais","durande","municipality","brazil_NA_durande","brazil_minas gerais_durande",-20.14809361,-41.79628502,"county"
"Brazil","Minas Gerais","Elói Mendes","brazil","minas gerais","eloi mendes","municipality","brazil_NA_eloi mendes","brazil_minas gerais_eloi mendes",-21.61289341,-45.59782841,"county"
"Brazil","Minas Gerais","Engenheiro Caldas","brazil","minas gerais","engenheiro caldas","municipality","brazil_NA_engenheiro caldas","brazil_minas gerais_engenheiro caldas",-19.12884315,-42.01943352,"county"
"Brazil","Minas Gerais","Engenheiro Navarro","brazil","minas gerais","engenheiro navarro","municipality","brazil_NA_engenheiro navarro","brazil_minas gerais_engenheiro navarro",-17.29369139,-44.01825908,"county"
"Brazil","Minas Gerais","Entre Folhas","brazil","minas gerais","entre folhas","municipality","brazil_NA_entre folhas","brazil_minas gerais_entre folhas",-19.65602561,-42.24202539,"county"
"Brazil","Minas Gerais","Entre Rios de Minas","brazil","minas gerais","entre rios de minas","municipality","brazil_NA_entre rios minas","brazil_minas gerais_entre rios minas",-20.7038474,-44.09744718,"county"
"Brazil","Minas Gerais","Ervália","brazil","minas gerais","ervalia","municipality","brazil_NA_ervalia","brazil_minas gerais_ervalia",-20.84908552,-42.60125076,"county"
"Brazil","Minas Gerais","Esmeraldas","brazil","minas gerais","esmeraldas","municipality","brazil_NA_esmeraldas","brazil_minas gerais_esmeraldas",-19.73324938,-44.30822438,"county"
"Brazil","Minas Gerais","Espera Feliz","brazil","minas gerais","espera feliz","municipality","brazil_NA_espera feliz","brazil_minas gerais_espera feliz",-20.59627082,-41.92832914,"county"
"Brazil","Minas Gerais","Espinosa","brazil","minas gerais","espinosa","municipality","brazil_NA_espinosa","brazil_minas gerais_espinosa",-14.85922597,-42.96628258,"county"
"Brazil","Minas Gerais","Espírito Santo do Dourado","brazil","minas gerais","espirito santo do dourado","municipality","brazil_NA_espirito santo dourado","brazil_minas gerais_espirito santo dourado",-22.0093513,-45.98713449,"county"
"Brazil","Minas Gerais","Estiva","brazil","minas gerais","estiva","municipality","brazil_NA_estiva","brazil_minas gerais_estiva",-22.45941603,-46.01420436,"county"
"Brazil","Minas Gerais","Estrela Dalva","brazil","minas gerais","estrela dalva","municipality","brazil_NA_estrela dalva","brazil_minas gerais_estrela dalva",-21.70709071,-42.46738138,"county"
"Brazil","Minas Gerais","Estrela do Indaiá","brazil","minas gerais","estrela do indaia","municipality","brazil_NA_estrela indaia","brazil_minas gerais_estrela indaia",-19.59206486,-45.80877767,"county"
"Brazil","Minas Gerais","Estrela do Sul","brazil","minas gerais","estrela do sul","municipality","brazil_NA_estrela sul","brazil_minas gerais_estrela sul",-18.71563517,-47.7267234,"county"
"Brazil","Minas Gerais","Eugenópolis","brazil","minas gerais","eugenopolis","municipality","brazil_NA_eugenopolis","brazil_minas gerais_eugenopolis",-20.99897,-42.24618,"county"
"Brazil","Minas Gerais","Ewbank da Câmara","brazil","minas gerais","ewbank da camara","municipality","brazil_NA_ewbank camara","brazil_minas gerais_ewbank camara",-21.57518817,-43.56066563,"county"
"Brazil","Minas Gerais","Extrema","brazil","minas gerais","extrema","municipality","brazil_NA_extrema","brazil_minas gerais_extrema",-22.82532765,-46.29007335,"county"
"Brazil","Minas Gerais","Fama","brazil","minas gerais","fama","municipality","brazil_NA_fama","brazil_minas gerais_fama",-21.4657706,-45.81493212,"county"
"Brazil","Minas Gerais","Faria Lemos","brazil","minas gerais","faria lemos","municipality","brazil_NA_faria lemos","brazil_minas gerais_faria lemos",-20.78178966,-42.03600339,"county"
"Brazil","Minas Gerais","Felício dos Santos","brazil","minas gerais","felicio dos santos","municipality","brazil_NA_felicio santos","brazil_minas gerais_felicio santos",-18.1326985,-43.23990558,"county"
"Brazil","Minas Gerais","São Gonçalo do Rio Preto","brazil","minas gerais","sao goncalo do rio preto","municipality","brazil_NA_sao goncalo rio preto","brazil_minas gerais_sao goncalo rio preto",-18.07634488,-43.35850326,"county"
"Brazil","Minas Gerais","Felisburgo","brazil","minas gerais","felisburgo","municipality","brazil_NA_felisburgo","brazil_minas gerais_felisburgo",-16.63765812,-40.73342763,"county"
"Brazil","Minas Gerais","Felixlândia","brazil","minas gerais","felixlandia","municipality","brazil_NA_felixlandia","brazil_minas gerais_felixlandia",-18.70344911,-44.95935871,"county"
"Brazil","Minas Gerais","Fernandes Tourinho","brazil","minas gerais","fernandes tourinho","municipality","brazil_NA_fernandes tourinho","brazil_minas gerais_fernandes tourinho",-19.10186497,-42.09685602,"county"
"Brazil","Minas Gerais","Ferros","brazil","minas gerais","ferros","municipality","brazil_NA_ferros","brazil_minas gerais_ferros",-19.2456378,-42.9407428,"county"
"Brazil","Minas Gerais","Fervedouro","brazil","minas gerais","fervedouro","municipality","brazil_NA_fervedouro","brazil_minas gerais_fervedouro",-20.68083534,-42.34721027,"county"
"Brazil","Minas Gerais","Florestal","brazil","minas gerais","florestal","municipality","brazil_NA_florestal","brazil_minas gerais_florestal",-19.86914428,-44.4428692,"county"
"Brazil","Minas Gerais","Formiga","brazil","minas gerais","formiga","municipality","brazil_NA_formiga","brazil_minas gerais_formiga",-20.55459923,-45.51737671,"county"
"Brazil","Minas Gerais","Formoso","brazil","minas gerais","formoso","municipality","brazil_NA_formoso","brazil_minas gerais_formoso",-15.12993378,-46.158647,"county"
"Brazil","Minas Gerais","Fortaleza de Minas","brazil","minas gerais","fortaleza de minas","municipality","brazil_NA_fortaleza minas","brazil_minas gerais_fortaleza minas",-20.88856351,-46.7719089,"county"
"Brazil","Minas Gerais","Fortuna de Minas","brazil","minas gerais","fortuna de minas","municipality","brazil_NA_fortuna minas","brazil_minas gerais_fortuna minas",-19.55806851,-44.50474953,"county"
"Brazil","Minas Gerais","Francisco Badaró","brazil","minas gerais","francisco badaro","municipality","brazil_NA_francisco badaro","brazil_minas gerais_francisco badaro",-16.96324026,-42.29472277,"county"
"Brazil","Minas Gerais","Francisco Dumont","brazil","minas gerais","francisco dumont","municipality","brazil_NA_francisco dumont","brazil_minas gerais_francisco dumont",-17.46980826,-44.26986007,"county"
"Brazil","Minas Gerais","Francisco Sá","brazil","minas gerais","francisco sa","municipality","brazil_NA_francisco sa","brazil_minas gerais_francisco sa",-16.50238977,-43.57732097,"county"
"Brazil","Minas Gerais","Franciscópolis","brazil","minas gerais","franciscopolis","municipality","brazil_NA_franciscopolis","brazil_minas gerais_franciscopolis",-17.99342939,-41.96789741,"county"
"Brazil","Minas Gerais","Frei Gaspar","brazil","minas gerais","frei gaspar","municipality","brazil_NA_frei gaspar","brazil_minas gerais_frei gaspar",-18.14007705,-41.51076927,"county"
"Brazil","Minas Gerais","Frei Inocêncio","brazil","minas gerais","frei inocencio","municipality","brazil_NA_frei inocencio","brazil_minas gerais_frei inocencio",-18.52009239,-41.87994796,"county"
"Brazil","Minas Gerais","Frei Lagonegro","brazil","minas gerais","frei lagonegro","municipality","brazil_NA_frei lagonegro","brazil_minas gerais_frei lagonegro",-18.14397558,-42.75650831,"county"
"Brazil","Minas Gerais","Fronteira","brazil","minas gerais","fronteira","municipality","brazil_NA_fronteira","brazil_minas gerais_fronteira",-20.22890919,-49.15902803,"county"
"Brazil","Minas Gerais","Fronteira dos Vales","brazil","minas gerais","fronteira dos vales","municipality","brazil_NA_fronteira vales","brazil_minas gerais_fronteira vales",-16.89595113,-40.83492288,"county"
"Brazil","Minas Gerais","Fruta de Leite","brazil","minas gerais","fruta de leite","municipality","brazil_NA_fruta leite","brazil_minas gerais_fruta leite",-16.12582667,-42.52046719,"county"
"Brazil","Minas Gerais","Frutal","brazil","minas gerais","frutal","municipality","brazil_NA_frutal","brazil_minas gerais_frutal",-20.03561909,-49.00009895,"county"
"Brazil","Minas Gerais","Funilândia","brazil","minas gerais","funilandia","municipality","brazil_NA_funilandia","brazil_minas gerais_funilandia",-19.36144381,-44.07482842,"county"
"Brazil","Minas Gerais","Galiléia","brazil","minas gerais","galileia","municipality","brazil_NA_galileia","brazil_minas gerais_galileia",-18.88107268,-41.54558155,"county"
"Brazil","Minas Gerais","Gameleiras","brazil","minas gerais","gameleiras","municipality","brazil_NA_gameleiras","brazil_minas gerais_gameleiras",-14.97204032,-43.25952841,"county"
"Brazil","Minas Gerais","Glaucilândia","brazil","minas gerais","glaucilandia","municipality","brazil_NA_glaucilandia","brazil_minas gerais_glaucilandia",-16.90408174,-43.64004531,"county"
"Brazil","Minas Gerais","Goiabeira","brazil","minas gerais","goiabeira","municipality","brazil_NA_goiabeira","brazil_minas gerais_goiabeira",-19.02190335,-41.23548744,"county"
"Brazil","Minas Gerais","Goianá","brazil","minas gerais","goiana","municipality","brazil_NA_goiana","brazil_minas gerais_goiana",-21.55570779,-43.18970262,"county"
"Brazil","Minas Gerais","Gonçalves","brazil","minas gerais","goncalves","municipality","brazil_NA_goncalves","brazil_minas gerais_goncalves",-22.67356119,-45.82554535,"county"
"Brazil","Minas Gerais","Gonzaga","brazil","minas gerais","gonzaga","municipality","brazil_NA_gonzaga","brazil_minas gerais_gonzaga",-18.87359,-42.50567848,"county"
"Brazil","Minas Gerais","Gouveia","brazil","minas gerais","gouveia","municipality","brazil_NA_gouveia","brazil_minas gerais_gouveia",-18.52352325,-43.83349413,"county"
"Brazil","Minas Gerais","Governador Valadares","brazil","minas gerais","governador valadares","municipality","brazil_NA_governador valadares","brazil_minas gerais_governador valadares",-18.78353508,-41.96374256,"county"
"Brazil","Minas Gerais","Grão Mogol","brazil","minas gerais","grao mogol","municipality","brazil_NA_grao mogol","brazil_minas gerais_grao mogol",-16.46407905,-42.99374881,"county"
"Brazil","Minas Gerais","Grupiara","brazil","minas gerais","grupiara","municipality","brazil_NA_grupiara","brazil_minas gerais_grupiara",-18.48838622,-47.76134278,"county"
"Brazil","Minas Gerais","Guanhães","brazil","minas gerais","guanhaes","municipality","brazil_NA_guanhaes","brazil_minas gerais_guanhaes",-18.83394007,-42.85331945,"county"
"Brazil","Minas Gerais","Guapé","brazil","minas gerais","guape","municipality","brazil_NA_guape","brazil_minas gerais_guape",-20.76493179,-45.92152746,"county"
"Brazil","Minas Gerais","Guaraciaba","brazil","minas gerais","guaraciaba","municipality","brazil_NA_guaraciaba","brazil_minas gerais_guaraciaba",-20.55562383,-43.02125367,"county"
"Brazil","Minas Gerais","Guaraciama","brazil","minas gerais","guaraciama","municipality","brazil_NA_guaraciama","brazil_minas gerais_guaraciama",-17.07906035,-43.62073648,"county"
"Brazil","Minas Gerais","Guaranésia","brazil","minas gerais","guaranesia","municipality","brazil_NA_guaranesia","brazil_minas gerais_guaranesia",-21.2775814,-46.80762642,"county"
"Brazil","Minas Gerais","Guarani","brazil","minas gerais","guarani","municipality","brazil_NA_guarani","brazil_minas gerais_guarani",-21.35779378,-43.05837892,"county"
"Brazil","Minas Gerais","Guarará","brazil","minas gerais","guarara","municipality","brazil_NA_guarara","brazil_minas gerais_guarara",-21.75551867,-43.02291243,"county"
"Brazil","Minas Gerais","Guarda-Mor","brazil","minas gerais","guarda-mor","municipality","brazil_NA_guarda mor","brazil_minas gerais_guarda mor",-17.73313131,-47.12660455,"county"
"Brazil","Minas Gerais","Guaxupé","brazil","minas gerais","guaxupe","municipality","brazil_NA_guaxupe","brazil_minas gerais_guaxupe",-21.29093667,-46.6836642,"county"
"Brazil","Minas Gerais","Guidoval","brazil","minas gerais","guidoval","municipality","brazil_NA_guidoval","brazil_minas gerais_guidoval",-21.16741976,-42.78618197,"county"
"Brazil","Minas Gerais","Guimarânia","brazil","minas gerais","guimarania","municipality","brazil_NA_guimarania","brazil_minas gerais_guimarania",-18.81582444,-46.75436536,"county"
"Brazil","Minas Gerais","Guiricema","brazil","minas gerais","guiricema","municipality","brazil_NA_guiricema","brazil_minas gerais_guiricema",-21.01539592,-42.70041441,"county"
"Brazil","Minas Gerais","Gurinhatã","brazil","minas gerais","gurinhata","municipality","brazil_NA_gurinhata","brazil_minas gerais_gurinhata",-19.0981376,-49.86916747,"county"
"Brazil","Minas Gerais","Heliodora","brazil","minas gerais","heliodora","municipality","brazil_NA_heliodora","brazil_minas gerais_heliodora",-22.04975911,-45.54112014,"county"
"Brazil","Minas Gerais","Iapu","brazil","minas gerais","iapu","municipality","brazil_NA_iapu","brazil_minas gerais_iapu",-19.34711519,-42.24275118,"county"
"Brazil","Minas Gerais","Ibertioga","brazil","minas gerais","ibertioga","municipality","brazil_NA_ibertioga","brazil_minas gerais_ibertioga",-21.45055494,-43.95743944,"county"
"Brazil","Minas Gerais","Ibiá","brazil","minas gerais","ibia","municipality","brazil_NA_ibia","brazil_minas gerais_ibia",-19.55845835,-46.59561674,"county"
"Brazil","Minas Gerais","Ibiaí","brazil","minas gerais","ibiai","municipality","brazil_NA_ibiai","brazil_minas gerais_ibiai",-16.82883776,-44.79071712,"county"
"Brazil","Minas Gerais","Ibiracatu","brazil","minas gerais","ibiracatu","municipality","brazil_NA_ibiracatu","brazil_minas gerais_ibiracatu",-15.69605778,-44.14513536,"county"
"Brazil","Minas Gerais","Ibiraci","brazil","minas gerais","ibiraci","municipality","brazil_NA_ibiraci","brazil_minas gerais_ibiraci",-20.39604967,-47.11037146,"county"
"Brazil","Minas Gerais","Ibirité","brazil","minas gerais","ibirite","municipality","brazil_NA_ibirite","brazil_minas gerais_ibirite",-20.02362065,-44.06851211,"county"
"Brazil","Minas Gerais","Ibitiúra de Minas","brazil","minas gerais","ibitiura de minas","municipality","brazil_NA_ibitiura minas","brazil_minas gerais_ibitiura minas",-22.06774244,-46.40821643,"county"
"Brazil","Minas Gerais","Ibituruna","brazil","minas gerais","ibituruna","municipality","brazil_NA_ibituruna","brazil_minas gerais_ibituruna",-21.16754699,-44.78071141,"county"
"Brazil","Minas Gerais","Icaraí de Minas","brazil","minas gerais","icarai de minas","municipality","brazil_NA_icarai minas","brazil_minas gerais_icarai minas",-16.22585403,-44.91676355,"county"
"Brazil","Minas Gerais","Igarapé","brazil","minas gerais","igarape","municipality","brazil_NA_igarape","brazil_minas gerais_igarape",-20.05901083,-44.32194059,"county"
"Brazil","Minas Gerais","Igaratinga","brazil","minas gerais","igaratinga","municipality","brazil_NA_igaratinga","brazil_minas gerais_igaratinga",-19.95152657,-44.71898423,"county"
"Brazil","Minas Gerais","Iguatama","brazil","minas gerais","iguatama","municipality","brazil_NA_iguatama","brazil_minas gerais_iguatama",-20.15646425,-45.7531602,"county"
"Brazil","Minas Gerais","Ijaci","brazil","minas gerais","ijaci","municipality","brazil_NA_ijaci","brazil_minas gerais_ijaci",-21.17943571,-44.93420808,"county"
"Brazil","Minas Gerais","Ilicínea","brazil","minas gerais","ilicinea","municipality","brazil_NA_ilicinea","brazil_minas gerais_ilicinea",-20.93197277,-45.80200745,"county"
"Brazil","Minas Gerais","Imbé de Minas","brazil","minas gerais","imbe de minas","municipality","brazil_NA_imbe minas","brazil_minas gerais_imbe minas",-19.62009558,-41.9678793,"county"
"Brazil","Minas Gerais","Inconfidentes","brazil","minas gerais","inconfidentes","municipality","brazil_NA_inconfidentes","brazil_minas gerais_inconfidentes",-22.3370905,-46.28224866,"county"
"Brazil","Minas Gerais","Indaiabira","brazil","minas gerais","indaiabira","municipality","brazil_NA_indaiabira","brazil_minas gerais_indaiabira",-15.56239336,-42.14338506,"county"
"Brazil","Minas Gerais","Indianópolis","brazil","minas gerais","indianopolis","municipality","brazil_NA_indianopolis","brazil_minas gerais_indianopolis",-18.95251337,-47.85032221,"county"
"Brazil","Minas Gerais","Ingaí","brazil","minas gerais","ingai","municipality","brazil_NA_ingai","brazil_minas gerais_ingai",-21.41121481,-44.92560948,"county"
"Brazil","Minas Gerais","Inhapim","brazil","minas gerais","inhapim","municipality","brazil_NA_inhapim","brazil_minas gerais_inhapim",-19.48349,-42.10953,"county"
"Brazil","Minas Gerais","Inhaúma","brazil","minas gerais","inhauma","municipality","brazil_NA_inhauma","brazil_minas gerais_inhauma",-19.49833337,-44.41006098,"county"
"Brazil","Minas Gerais","Inimutaba","brazil","minas gerais","inimutaba","municipality","brazil_NA_inimutaba","brazil_minas gerais_inimutaba",-18.729681,-44.29123547,"county"
"Brazil","Minas Gerais","Ipaba","brazil","minas gerais","ipaba","municipality","brazil_NA_ipaba","brazil_minas gerais_ipaba",-19.40900618,-42.37087991,"county"
"Brazil","Minas Gerais","Ipanema","brazil","minas gerais","ipanema","municipality","brazil_NA_ipanema","brazil_minas gerais_ipanema",-19.75787612,-41.74969602,"county"
"Brazil","Minas Gerais","Ipatinga","brazil","minas gerais","ipatinga","municipality","brazil_NA_ipatinga","brazil_minas gerais_ipatinga",-19.43912439,-42.60043721,"county"
"Brazil","Minas Gerais","Ipiaçu","brazil","minas gerais","ipiacu","municipality","brazil_NA_ipiacu","brazil_minas gerais_ipiacu",-18.69866007,-49.93221281,"county"
"Brazil","Minas Gerais","Ipuiúna","brazil","minas gerais","ipuiuna","municipality","brazil_NA_ipuiuna","brazil_minas gerais_ipuiuna",-22.02843341,-46.13085374,"county"
"Brazil","Minas Gerais","Iraí de Minas","brazil","minas gerais","irai de minas","municipality","brazil_NA_irai minas","brazil_minas gerais_irai minas",-19.04427719,-47.45789622,"county"
"Brazil","Minas Gerais","Itabira","brazil","minas gerais","itabira","municipality","brazil_NA_itabira","brazil_minas gerais_itabira",-19.5757,-43.28496,"county"
"Brazil","Minas Gerais","Itabirinha","brazil","minas gerais","itabirinha","municipality","brazil_NA_itabirinha","brazil_minas gerais_itabirinha",-18.54919339,-41.24461905,"county"
"Brazil","Minas Gerais","Itabirito","brazil","minas gerais","itabirito","municipality","brazil_NA_itabirito","brazil_minas gerais_itabirito",-20.25544977,-43.81589413,"county"
"Brazil","Minas Gerais","Itacambira","brazil","minas gerais","itacambira","municipality","brazil_NA_itacambira","brazil_minas gerais_itacambira",-16.93500558,-43.32881742,"county"
"Brazil","Minas Gerais","Itacarambi","brazil","minas gerais","itacarambi","municipality","brazil_NA_itacarambi","brazil_minas gerais_itacarambi",-15.18323175,-44.12312584,"county"
"Brazil","Minas Gerais","Itaguara","brazil","minas gerais","itaguara","municipality","brazil_NA_itaguara","brazil_minas gerais_itaguara",-20.37214292,-44.53229466,"county"
"Brazil","Minas Gerais","Itaipé","brazil","minas gerais","itaipe","municipality","brazil_NA_itaipe","brazil_minas gerais_itaipe",-17.4100813,-41.65938732,"county"
"Brazil","Minas Gerais","Itajubá","brazil","minas gerais","itajuba","municipality","brazil_NA_itajuba","brazil_minas gerais_itajuba",-17.4100813,-41.65938732,"county"
"Brazil","Minas Gerais","Itamarandiba","brazil","minas gerais","itamarandiba","municipality","brazil_NA_itamarandiba","brazil_minas gerais_itamarandiba",-17.83167093,-42.82075535,"county"
"Brazil","Minas Gerais","Itamarati de Minas","brazil","minas gerais","itamarati de minas","municipality","brazil_NA_itamarati minas","brazil_minas gerais_itamarati minas",-17.93109221,-43.04467642,"county"
"Brazil","Minas Gerais","Itambacuri","brazil","minas gerais","itambacuri","municipality","brazil_NA_itambacuri","brazil_minas gerais_itambacuri",-18.1851,-41.88894,"county"
"Brazil","Minas Gerais","Itambé do Mato Dentro","brazil","minas gerais","itambe do mato dentro","municipality","brazil_NA_itambe mato dentro","brazil_minas gerais_itambe mato dentro",-19.39672401,-43.35194766,"county"
"Brazil","Minas Gerais","Itamogi","brazil","minas gerais","itamogi","municipality","brazil_NA_itamogi","brazil_minas gerais_itamogi",-21.07615844,-47.05069391,"county"
"Brazil","Minas Gerais","Itamonte","brazil","minas gerais","itamonte","municipality","brazil_NA_itamonte","brazil_minas gerais_itamonte",-22.2897471,-44.75847654,"county"
"Brazil","Minas Gerais","Itanhandu","brazil","minas gerais","itanhandu","municipality","brazil_NA_itanhandu","brazil_minas gerais_itanhandu",-22.2897471,-44.75847654,"county"
"Brazil","Minas Gerais","Itanhomi","brazil","minas gerais","itanhomi","municipality","brazil_NA_itanhomi","brazil_minas gerais_itanhomi",-19.14767071,-41.83731416,"county"
"Brazil","Minas Gerais","Itaobim","brazil","minas gerais","itaobim","municipality","brazil_NA_itaobim","brazil_minas gerais_itaobim",-16.58353256,-41.53429966,"county"
"Brazil","Minas Gerais","Itapagipe","brazil","minas gerais","itapagipe","municipality","brazil_NA_itapagipe","brazil_minas gerais_itapagipe",-19.7952451,-49.42347742,"county"
"Brazil","Minas Gerais","Itapecerica","brazil","minas gerais","itapecerica","municipality","brazil_NA_itapecerica","brazil_minas gerais_itapecerica",-20.37965695,-45.15934543,"county"
"Brazil","Minas Gerais","Itapeva","brazil","minas gerais","itapeva","municipality","brazil_NA_itapeva","brazil_minas gerais_itapeva",-20.37965695,-45.15934543,"county"
"Brazil","Minas Gerais","Itatiaiuçu","brazil","minas gerais","itatiaiucu","municipality","brazil_NA_itatiaiucu","brazil_minas gerais_itatiaiucu",-20.19703993,-44.46561368,"county"
"Brazil","Minas Gerais","Itaú de Minas","brazil","minas gerais","itau de minas","municipality","brazil_NA_itau minas","brazil_minas gerais_itau minas",-20.24200476,-44.42237044,"county"
"Brazil","Minas Gerais","Itaúna","brazil","minas gerais","itauna","municipality","brazil_NA_itauna","brazil_minas gerais_itauna",-20.07867964,-44.58924968,"county"
"Brazil","Minas Gerais","Itaverava","brazil","minas gerais","itaverava","municipality","brazil_NA_itaverava","brazil_minas gerais_itaverava",-20.68553163,-43.61402809,"county"
"Brazil","Minas Gerais","Itinga","brazil","minas gerais","itinga","municipality","brazil_NA_itinga","brazil_minas gerais_itinga",-16.58734965,-41.83571691,"county"
"Brazil","Minas Gerais","Itueta","brazil","minas gerais","itueta","municipality","brazil_NA_itueta","brazil_minas gerais_itueta",-19.37277641,-41.10439344,"county"
"Brazil","Minas Gerais","Ituiutaba","brazil","minas gerais","ituiutaba","municipality","brazil_NA_ituiutaba","brazil_minas gerais_ituiutaba",-18.99253509,-49.54393544,"county"
"Brazil","Minas Gerais","Itumirim","brazil","minas gerais","itumirim","municipality","brazil_NA_itumirim","brazil_minas gerais_itumirim",-21.29071426,-44.82485214,"county"
"Brazil","Minas Gerais","Iturama","brazil","minas gerais","iturama","municipality","brazil_NA_iturama","brazil_minas gerais_iturama",-19.71697235,-50.34492661,"county"
"Brazil","Minas Gerais","Itutinga","brazil","minas gerais","itutinga","municipality","brazil_NA_itutinga","brazil_minas gerais_itutinga",-21.3517634,-44.71115287,"county"
"Brazil","Minas Gerais","Jaboticatubas","brazil","minas gerais","jaboticatubas","municipality","brazil_NA_jaboticatubas","brazil_minas gerais_jaboticatubas",-19.44105614,-43.71863636,"county"
"Brazil","Minas Gerais","Jacinto","brazil","minas gerais","jacinto","municipality","brazil_NA_jacinto","brazil_minas gerais_jacinto",-16.18310409,-40.31424128,"county"
"Brazil","Minas Gerais","Jacuí","brazil","minas gerais","jacui","municipality","brazil_NA_jacui","brazil_minas gerais_jacui",-21.02521224,-46.73529858,"county"
"Brazil","Minas Gerais","Jacutinga","brazil","minas gerais","jacutinga","municipality","brazil_NA_jacutinga","brazil_minas gerais_jacutinga",-22.28806018,-46.60125858,"county"
"Brazil","Minas Gerais","Jaguaraçu","brazil","minas gerais","jaguaracu","municipality","brazil_NA_jaguaracu","brazil_minas gerais_jaguaracu",-19.63790368,-42.71839346,"county"
"Brazil","Minas Gerais","Jaíba","brazil","minas gerais","jaiba","municipality","brazil_NA_jaiba","brazil_minas gerais_jaiba",-15.23967669,-43.67055875,"county"
"Brazil","Minas Gerais","Jampruca","brazil","minas gerais","jampruca","municipality","brazil_NA_jampruca","brazil_minas gerais_jampruca",-18.46402883,-41.74116983,"county"
"Brazil","Minas Gerais","Janaúba","brazil","minas gerais","janauba","municipality","brazil_NA_janauba","brazil_minas gerais_janauba",-15.79726079,-43.3965958,"county"
"Brazil","Minas Gerais","Januária","brazil","minas gerais","januaria","municipality","brazil_NA_januaria","brazil_minas gerais_januaria",-15.32133,-45.20135,"county"
"Brazil","Minas Gerais","Japaraíba","brazil","minas gerais","japaraiba","municipality","brazil_NA_japaraiba","brazil_minas gerais_japaraiba",-20.13317679,-45.52945294,"county"
"Brazil","Minas Gerais","Japonvar","brazil","minas gerais","japonvar","municipality","brazil_NA_japonvar","brazil_minas gerais_japonvar",-15.94520074,-44.32919606,"county"
"Brazil","Minas Gerais","Jeceaba","brazil","minas gerais","jeceaba","municipality","brazil_NA_jeceaba","brazil_minas gerais_jeceaba",-20.55258056,-44.04774073,"county"
"Brazil","Minas Gerais","Jenipapo de Minas","brazil","minas gerais","jenipapo de minas","municipality","brazil_NA_jenipapo minas","brazil_minas gerais_jenipapo minas",-17.16910079,-42.21474167,"county"
"Brazil","Minas Gerais","Jequeri","brazil","minas gerais","jequeri","municipality","brazil_NA_jequeri","brazil_minas gerais_jequeri",-20.47409836,-42.62012938,"county"
"Brazil","Minas Gerais","Jequitaí","brazil","minas gerais","jequitai","municipality","brazil_NA_jequitai","brazil_minas gerais_jequitai",-17.20989139,-44.47665732,"county"
"Brazil","Minas Gerais","Jequitibá","brazil","minas gerais","jequitiba","municipality","brazil_NA_jequitiba","brazil_minas gerais_jequitiba",-19.21172446,-44.00204674,"county"
"Brazil","Minas Gerais","Jequitinhonha","brazil","minas gerais","jequitinhonha","municipality","brazil_NA_jequitinhonha","brazil_minas gerais_jequitinhonha",-16.38989469,-41.08268276,"county"
"Brazil","Minas Gerais","Jesuânia","brazil","minas gerais","jesuania","municipality","brazil_NA_jesuania","brazil_minas gerais_jesuania",-22.01046721,-45.27564884,"county"
"Brazil","Minas Gerais","Joaíma","brazil","minas gerais","joaima","municipality","brazil_NA_joaima","brazil_minas gerais_joaima",-16.77208693,-41.01526612,"county"
"Brazil","Minas Gerais","Joanésia","brazil","minas gerais","joanesia","municipality","brazil_NA_joanesia","brazil_minas gerais_joanesia",-19.20979824,-42.70490251,"county"
