"source","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer"
"ibge","brazil_NA_peri mirim","brazil_maranhao_peri mirim",-2.571733101,-44.89536745,"county"
"ibge","brazil_NA_peritoro","brazil_maranhao_peritoro",-4.420417472,-44.27779507,"county"
"ibge","brazil_NA_pindare mirim","brazil_maranhao_pindare mirim",-3.677392595,-45.4293897,"county"
"ibge","brazil_NA_pinheiro","brazil_maranhao_pinheiro",-2.504358039,-45.13260201,"county"
"ibge","brazil_NA_pio xii","brazil_maranhao_pio xii",-3.896073328,-45.08589533,"county"
"ibge","brazil_NA_pirapemas","brazil_maranhao_pirapemas",-3.782732276,-44.17263205,"county"
"ibge","brazil_NA_pocao pedras","brazil_maranhao_pocao pedras",-4.773245929,-44.8320318,"county"
"ibge","brazil_NA_porto franco","brazil_maranhao_porto franco",-6.36883774,-47.18036302,"county"
"ibge","brazil_NA_porto rico maranhao","brazil_maranhao_porto rico maranhao",-1.896384698,-44.63885381,"county"
"ibge","brazil_NA_presidente sarney","brazil_maranhao_presidente sarney",-2.586574777,-45.3611066,"county"
"ibge","brazil_NA_presidente vargas","brazil_maranhao_presidente vargas",-3.3477845,-43.95787437,"county"
"ibge","brazil_NA_primeira cruz","brazil_maranhao_primeira cruz",-2.717582759,-43.36106833,"county"
"ibge","brazil_NA_raposa","brazil_maranhao_raposa",-2.435163183,-44.09013674,"county"
"ibge","brazil_NA_ribamar fiquene","brazil_maranhao_ribamar fiquene",-5.958952162,-47.28585244,"county"
"ibge","brazil_NA_rosario","brazil_maranhao_rosario",-2.955480565,-44.20270279,"county"
"ibge","brazil_NA_sambaiba","brazil_maranhao_sambaiba",-7.432106751,-45.55637881,"county"
"ibge","brazil_NA_santa filomena maranhao","brazil_maranhao_santa filomena maranhao",-5.496658,-44.567834,"county"
"ibge","brazil_NA_santa luzia parua","brazil_maranhao_santa luzia parua",-2.542104161,-45.79540047,"county"
"ibge","brazil_NA_santa quiteria maranhao","brazil_maranhao_santa quiteria maranhao",-3.315902948,-42.93922488,"county"
"ibge","brazil_NA_santana maranhao","brazil_maranhao_santana maranhao",-3.182937572,-42.6133076,"county"
"ibge","brazil_NA_santo amaro maranhao","brazil_maranhao_santo amaro maranhao",-2.623942362,-43.1840945,"county"
"ibge","brazil_NA_santo antonio lopes","brazil_maranhao_santo antonio lopes",-4.826261706,-44.48109954,"county"
"ibge","brazil_NA_sao benedito rio preto","brazil_maranhao_sao benedito rio preto",-3.375531215,-43.61836267,"county"
"ibge","brazil_NA_sao bernardo","brazil_maranhao_sao bernardo",-3.312083616,-42.40601053,"county"
"ibge","brazil_NA_sao domingos azeitao","brazil_maranhao_sao domingos azeitao",-6.821663438,-44.61069923,"county"
"ibge","brazil_NA_sao domingos maranhao","brazil_maranhao_sao domingos maranhao",-5.659166158,-44.34213441,"county"
"ibge","brazil_NA_sao felix balsas","brazil_maranhao_sao felix balsas",-7.091837917,-44.88331991,"county"
"ibge","brazil_NA_sao francisco brejao","brazil_maranhao_sao francisco brejao",-5.158476026,-47.35347324,"county"
"ibge","brazil_NA_sao francisco maranhao","brazil_maranhao_sao francisco maranhao",-6.194293803,-43.15697953,"county"
"ibge","brazil_NA_sao joao caru","brazil_maranhao_sao joao caru",-3.559474674,-46.39269831,"county"
"ibge","brazil_NA_sao joao soter","brazil_maranhao_sao joao soter",-5.040181093,-43.76660251,"county"
"ibge","brazil_NA_sao joao patos","brazil_maranhao_sao joao patos",-6.557307267,-43.6379183,"county"
"ibge","brazil_NA_sao jose ribamar","brazil_maranhao_sao jose ribamar",-2.575954419,-44.13313536,"county"
"ibge","brazil_NA_sao jose basilios","brazil_maranhao_sao jose basilios",-5.038685212,-44.56966375,"county"
"ibge","brazil_NA_sao luis","brazil_maranhao_sao luis",-2.624029044,-44.31250043,"county"
"ibge","brazil_NA_sao luis gonzaga maranhao","brazil_maranhao_sao luis gonzaga maranhao",-4.380915152,-44.6403427,"county"
"ibge","brazil_NA_sao mateus maranhao","brazil_maranhao_sao mateus maranhao",-3.987521544,-44.52720493,"county"
"ibge","brazil_NA_sao pedro agua branca","brazil_maranhao_sao pedro agua branca",-5.133799708,-48.36944443,"county"
"ibge","brazil_NA_sao pedro crentes","brazil_maranhao_sao pedro crentes",-6.819594263,-46.70741332,"county"
"ibge","brazil_NA_sao raimundo mangabeiras","brazil_maranhao_sao raimundo mangabeiras",-7.013746678,-45.69101858,"county"
"ibge","brazil_NA_sao raimundo doca bezerra","brazil_maranhao_sao raimundo doca bezerra",-5.089263158,-45.09868337,"county"
"ibge","brazil_NA_sao roberto","brazil_maranhao_sao roberto",-5.018849838,-45.03446917,"county"
"ibge","brazil_NA_satubinha","brazil_maranhao_satubinha",-3.979569461,-45.2462966,"county"
"ibge","brazil_NA_senador alexandre costa","brazil_maranhao_senador alexandre costa",-5.261158924,-43.9845329,"county"
"ibge","brazil_NA_senador la rocque","brazil_maranhao_senador la rocque",-5.388604167,-47.1458823,"county"
"ibge","brazil_NA_serrano maranhao","brazil_maranhao_serrano maranhao",-1.865861278,-45.01804038,"county"
"ibge","brazil_NA_sucupira norte","brazil_maranhao_sucupira norte",-6.495105166,-44.32131431,"county"
"ibge","brazil_NA_sucupira riachao","brazil_maranhao_sucupira riachao",-6.453317489,-43.49702376,"county"
"ibge","brazil_NA_tasso fragoso","brazil_maranhao_tasso fragoso",-8.33204215,-45.88563244,"county"
"ibge","brazil_NA_timbiras","brazil_maranhao_timbiras",-4.152502791,-43.81288876,"county"
"ibge","brazil_NA_timon","brazil_maranhao_timon",-5.183261064,-42.97993107,"county"
"ibge","brazil_NA_trizidela vale","brazil_maranhao_trizidela vale",-4.528280053,-44.66952651,"county"
"ibge","brazil_NA_tufilandia","brazil_maranhao_tufilandia",-3.757370884,-45.58003683,"county"
"ibge","brazil_NA_tuntum","brazil_maranhao_tuntum",-5.605410619,-44.72511017,"county"
"ibge","brazil_NA_turiacu","brazil_maranhao_turiacu",-1.767376564,-45.46510554,"county"
"ibge","brazil_NA_turilandia","brazil_maranhao_turilandia",-2.159300756,-45.43753152,"county"
"ibge","brazil_NA_tutoia","brazil_maranhao_tutoia",-2.962234777,-42.35168186,"county"
"ibge","brazil_NA_urbano santos","brazil_maranhao_urbano santos",-3.304649794,-43.34452323,"county"
"ibge","brazil_NA_vargem grande","brazil_maranhao_vargem grande",-3.710906098,-43.85389411,"county"
"ibge","brazil_NA_vila nova martirios","brazil_maranhao_vila nova martirios",-5.075046164,-48.08045003,"county"
"ibge","brazil_NA_vitoria mearim","brazil_maranhao_vitoria mearim",-3.567399404,-44.92362078,"county"
"ibge","brazil_NA_vitorino freire","brazil_maranhao_vitorino freire",-4.284674,-45.249022,"county"
"ibge","brazil_NA_ze doca","brazil_maranhao_ze doca",-3.275280984,-45.96783243,"county"
"ibge","brazil_NA_acaua","brazil_piaui_acaua",-8.278476215,-40.96575314,"county"
"ibge","brazil_NA_agricolandia","brazil_piaui_agricolandia",-5.768322301,-42.68222235,"county"
"ibge","brazil_NA_alagoinha piaui","brazil_piaui_alagoinha piaui",-6.94907634,-40.91176267,"county"
"ibge","brazil_NA_alegrete piaui","brazil_piaui_alegrete piaui",-7.195740841,-40.80237093,"county"
"ibge","brazil_NA_alto longa","brazil_piaui_alto longa",-5.388555677,-42.15802212,"county"
"ibge","brazil_NA_altos","brazil_piaui_altos",-5.086016846,-42.46973529,"county"
"ibge","brazil_NA_alvorada gurgueia","brazil_piaui_alvorada gurgueia",-8.45601043,-43.96829652,"county"
"ibge","brazil_NA_amarante","brazil_piaui_amarante",-6.33873552,-42.79591464,"county"
"ibge","brazil_NA_angical piaui","brazil_piaui_angical piaui",-6.101063067,-42.75053598,"county"
"ibge","brazil_NA_anisio abreu","brazil_piaui_anisio abreu",-9.236222174,-43.04947288,"county"
"ibge","brazil_NA_antonio almeida","brazil_piaui_antonio almeida",-7.218674808,-44.20174165,"county"
"ibge","brazil_NA_aroazes","brazil_piaui_aroazes",-6.124329276,-41.82924201,"county"
"ibge","brazil_NA_aroeiras itaim","brazil_piaui_aroeiras itaim",-7.244131471,-41.52459101,"county"
"ibge","brazil_NA_arraial","brazil_piaui_arraial",-6.609556095,-42.519547,"county"
"ibge","brazil_NA_assuncao piaui","brazil_piaui_assuncao piaui",-5.880022645,-41.06877455,"county"
"ibge","brazil_NA_avelino lopes","brazil_piaui_avelino lopes",-10.17832001,-43.94260237,"county"
"ibge","brazil_NA_baixa grande ribeiro","brazil_piaui_baixa grande ribeiro",-8.505761994,-45.16093776,"county"
"ibge","brazil_NA_barra alcantara","brazil_piaui_barra alcantara",-6.511735239,-42.10009051,"county"
"ibge","brazil_NA_barras","brazil_piaui_barras",-4.189890537,-42.36790812,"county"
"ibge","brazil_NA_barreiras piaui","brazil_piaui_barreiras piaui",-9.983161622,-45.69402297,"county"
"ibge","brazil_NA_barro duro","brazil_piaui_barro duro",-5.815935302,-42.49115283,"county"
"ibge","brazil_NA_bela vista piaui","brazil_piaui_bela vista piaui",-7.959912274,-41.90393952,"county"
"ibge","brazil_NA_belem piaui","brazil_piaui_belem piaui",-7.40314315,-40.97584146,"county"
"ibge","brazil_NA_beneditinos","brazil_piaui_beneditinos",-5.468206979,-42.40275425,"county"
"ibge","brazil_NA_bertolinia","brazil_piaui_bertolinia",-7.745598195,-43.87634362,"county"
"ibge","brazil_NA_betania piaui","brazil_piaui_betania piaui",-8.044729923,-40.83209497,"county"
"ibge","brazil_NA_boa hora","brazil_piaui_boa hora",-4.354735112,-42.10622745,"county"
"ibge","brazil_NA_bom principio piaui","brazil_piaui_bom principio piaui",-3.157853688,-41.63033671,"county"
"ibge","brazil_NA_bonfim piaui","brazil_piaui_bonfim piaui",-9.17428644,-42.8762998,"county"
"ibge","brazil_NA_boqueirao piaui","brazil_piaui_boqueirao piaui",-4.539086533,-42.10778194,"county"
"ibge","brazil_NA_brasileira","brazil_piaui_brasileira",-4.13325,-41.58774,"county"
"ibge","brazil_NA_brejo piaui","brazil_piaui_brejo piaui",-8.402184032,-42.78260103,"county"
"ibge","brazil_NA_buriti lopes","brazil_piaui_buriti lopes",-3.239755631,-41.80369378,"county"
"ibge","brazil_NA_buriti montes","brazil_piaui_buriti montes",-5.143173772,-41.22313826,"county"
"ibge","brazil_NA_cabeceiras piaui","brazil_piaui_cabeceiras piaui",-4.432001731,-42.33375704,"county"
"ibge","brazil_NA_cajazeiras piaui","brazil_piaui_cajazeiras piaui",-6.773250762,-42.46856608,"county"
"ibge","brazil_NA_cajueiro praia","brazil_piaui_cajueiro praia",-2.992655268,-41.36168296,"county"
"ibge","brazil_NA_caldeirao grande piaui","brazil_piaui_caldeirao grande piaui",-7.313027131,-40.64205232,"county"
"ibge","brazil_NA_campinas piaui","brazil_piaui_campinas piaui",-7.652850465,-41.8586896,"county"
"ibge","brazil_NA_campo alegre fidalgo","brazil_piaui_campo alegre fidalgo",-8.270272359,-41.81660821,"county"
"ibge","brazil_NA_campo grande piaui","brazil_piaui_campo grande piaui",-7.187752698,-41.06719314,"county"
"ibge","brazil_NA_campo largo piaui","brazil_piaui_campo largo piaui",-3.880612448,-42.54644266,"county"
"ibge","brazil_NA_campo maior","brazil_piaui_campo maior",-4.881170161,-42.14476152,"county"
"ibge","brazil_NA_canavieira","brazil_piaui_canavieira",-7.513726136,-43.57760828,"county"
"ibge","brazil_NA_canto buriti","brazil_piaui_canto buriti",-8.339473611,-43.32868971,"county"
"ibge","brazil_NA_capitao campos","brazil_piaui_capitao campos",-4.520160625,-41.90030556,"county"
"ibge","brazil_NA_capitao gervasio oliveira","brazil_piaui_capitao gervasio oliveira",-8.531420776,-41.90165852,"county"
"ibge","brazil_NA_caraubas piaui","brazil_piaui_caraubas piaui",-3.564702536,-41.82419383,"county"
"ibge","brazil_NA_caridade piaui","brazil_piaui_caridade piaui",-7.690831805,-40.95558493,"county"
"ibge","brazil_NA_castelo piaui","brazil_piaui_castelo piaui",-5.319755142,-41.57465438,"county"
"ibge","brazil_NA_caxingo","brazil_piaui_caxingo",-3.391758559,-41.85090066,"county"
"ibge","brazil_NA_cocal","brazil_piaui_cocal",-3.455509183,-41.54674901,"county"
"ibge","brazil_NA_cocal telha","brazil_piaui_cocal telha",-4.614111513,-41.9553944,"county"
"ibge","brazil_NA_cocal alves","brazil_piaui_cocal alves",-3.647910931,-41.39653297,"county"
"ibge","brazil_NA_coivaras","brazil_piaui_coivaras",-5.105785054,-42.28435332,"county"
"ibge","brazil_NA_colonia gurgueia","brazil_piaui_colonia gurgueia",-8.181305301,-43.69638961,"county"
"ibge","brazil_NA_colonia piaui","brazil_piaui_colonia piaui",-7.29431692,-42.18710203,"county"
"ibge","brazil_NA_conceicao caninde","brazil_piaui_conceicao caninde",-7.904210733,-41.58096447,"county"
"ibge","brazil_NA_coronel jose dias","brazil_piaui_coronel jose dias",-8.904493228,-42.33921899,"county"
"ibge","brazil_NA_corrente","brazil_piaui_corrente",-10.39154574,-45.13931001,"county"
"ibge","brazil_NA_cristalandia piaui","brazil_piaui_cristalandia piaui",-10.74203582,-45.11323315,"county"
"ibge","brazil_NA_cristino castro","brazil_piaui_cristino castro",-8.782136619,-43.96179141,"county"
"ibge","brazil_NA_curimata","brazil_piaui_curimata",-9.942236353,-44.30685029,"county"
"ibge","brazil_NA_currais","brazil_piaui_currais",-8.82249777,-44.67325016,"county"
"ibge","brazil_NA_curralinhos","brazil_piaui_curralinhos",-5.61885831,-42.84363083,"county"
"ibge","brazil_NA_curral novo piaui","brazil_piaui_curral novo piaui",-7.880725913,-40.76213903,"county"
"ibge","brazil_NA_demerval lobao","brazil_piaui_demerval lobao",-5.338300321,-42.67050727,"county"
"ibge","brazil_NA_dirceu arcoverde","brazil_piaui_dirceu arcoverde",-9.330123225,-42.4590884,"county"
"ibge","brazil_NA_dom expedito lopes","brazil_piaui_dom expedito lopes",-6.959320884,-41.69815788,"county"
"ibge","brazil_NA_domingos mourao","brazil_piaui_domingos mourao",-4.255457338,-41.31010212,"county"
"ibge","brazil_NA_dom inocencio","brazil_piaui_dom inocencio",-8.90866076,-41.93495543,"county"
"ibge","brazil_NA_elesbao veloso","brazil_piaui_elesbao veloso",-6.178035268,-42.19542815,"county"
"ibge","brazil_NA_eliseu martins","brazil_piaui_eliseu martins",-7.971173613,-43.65849802,"county"
"ibge","brazil_NA_fartura piaui","brazil_piaui_fartura piaui",-9.474950026,-42.78440211,"county"
"ibge","brazil_NA_flores piaui","brazil_piaui_flores piaui",-7.67793476,-42.8629885,"county"
"ibge","brazil_NA_floresta piaui","brazil_piaui_floresta piaui",-7.463530223,-41.80067917,"county"
"ibge","brazil_NA_floriano","brazil_piaui_floriano",-7.005763018,-43.07933573,"county"
"ibge","brazil_NA_francinopolis","brazil_piaui_francinopolis",-6.421260073,-42.23918329,"county"
"ibge","brazil_NA_francisco ayres","brazil_piaui_francisco ayres",-6.669168418,-42.72145513,"county"
"ibge","brazil_NA_francisco macedo","brazil_piaui_francisco macedo",-7.342923541,-40.7979508,"county"
"ibge","brazil_NA_francisco santos","brazil_piaui_francisco santos",-7.010565162,-41.13918713,"county"
"ibge","brazil_NA_fronteiras","brazil_piaui_fronteiras",-7.084688334,-40.58011439,"county"
"ibge","brazil_NA_geminiano","brazil_piaui_geminiano",-7.190278042,-41.33988618,"county"
"ibge","brazil_NA_gilbues","brazil_piaui_gilbues",-9.62194974,-45.40754396,"county"
"ibge","brazil_NA_guadalupe","brazil_piaui_guadalupe",-6.841548647,-43.70697679,"county"
"ibge","brazil_NA_guaribas","brazil_piaui_guaribas",-9.050397658,-43.58977219,"county"
"ibge","brazil_NA_hugo napoleao","brazil_piaui_hugo napoleao",-6.037726382,-42.51229802,"county"
"ibge","brazil_NA_ilha grande","brazil_piaui_ilha grande",-2.829699245,-41.81560818,"county"
"ibge","brazil_NA_inhuma","brazil_piaui_inhuma",-6.672517828,-41.6716234,"county"
"ibge","brazil_NA_ipiranga piaui","brazil_piaui_ipiranga piaui",-6.818865972,-41.79141437,"county"
"ibge","brazil_NA_isaias coelho","brazil_piaui_isaias coelho",-7.640177452,-41.65566296,"county"
"ibge","brazil_NA_itainopolis","brazil_piaui_itainopolis",-7.413287316,-41.48353499,"county"
"ibge","brazil_NA_itaueira","brazil_piaui_itaueira",-7.503640669,-43.13143535,"county"
"ibge","brazil_NA_jacobina piaui","brazil_piaui_jacobina piaui",-7.876008464,-41.24590667,"county"
"ibge","brazil_NA_jaicos","brazil_piaui_jaicos",-7.391369959,-41.20530603,"county"
"ibge","brazil_NA_jardim mulato","brazil_piaui_jardim mulato",-6.156341079,-42.5214055,"county"
"ibge","brazil_NA_jatoba piaui","brazil_piaui_jatoba piaui",-4.83890094,-41.91712032,"county"
"ibge","brazil_NA_jerumenha","brazil_piaui_jerumenha",-7.121678652,-43.47921747,"county"
"ibge","brazil_NA_joao costa","brazil_piaui_joao costa",-8.539776281,-42.487801,"county"
"ibge","brazil_NA_joaquim pires","brazil_piaui_joaquim pires",-3.53998594,-42.08237711,"county"
"ibge","brazil_NA_joca marques","brazil_piaui_joca marques",-3.545958244,-42.42622483,"county"
"ibge","brazil_NA_jose freitas","brazil_piaui_jose freitas",-4.713951621,-42.52488829,"county"
"ibge","brazil_NA_juazeiro piaui","brazil_piaui_juazeiro piaui",-4.979918764,-41.59386986,"county"
"ibge","brazil_NA_julio borges","brazil_piaui_julio borges",-10.42468929,-44.17502793,"county"
"ibge","brazil_NA_lagoinha piaui","brazil_piaui_lagoinha piaui",-5.820420067,-42.62738116,"county"
"ibge","brazil_NA_lagoa alegre","brazil_piaui_lagoa alegre",-4.489769083,-42.56483202,"county"
"ibge","brazil_NA_lagoa barro piaui","brazil_piaui_lagoa barro piaui",-8.565072169,-41.6085154,"county"
"ibge","brazil_NA_lagoa sao francisco","brazil_piaui_lagoa sao francisco",-4.364104522,-41.58135297,"county"
"ibge","brazil_NA_lagoa piaui","brazil_piaui_lagoa piaui",-5.461171718,-42.6088047,"county"
"ibge","brazil_NA_lagoa sitio","brazil_piaui_lagoa sitio",-6.492908964,-41.48257899,"county"
"ibge","brazil_NA_landri sales","brazil_piaui_landri sales",-7.276012818,-43.90934625,"county"
"ibge","brazil_NA_luis correia","brazil_piaui_luis correia",-3.082034281,-41.48164522,"county"
"ibge","brazil_NA_luzilandia","brazil_piaui_luzilandia",-3.60761496,-42.36436488,"county"
"ibge","brazil_NA_madeiro","brazil_piaui_madeiro",-3.566205419,-42.52940048,"county"
"ibge","brazil_NA_manoel emidio","brazil_piaui_manoel emidio",-8.206526684,-44.00782918,"county"
"ibge","brazil_NA_marcolandia","brazil_piaui_marcolandia",-7.437856477,-40.74171021,"county"
"ibge","brazil_NA_marcos parente","brazil_piaui_marcos parente",-7.070817501,-43.87890086,"county"
"ibge","brazil_NA_massape piaui","brazil_piaui_massape piaui",-7.532920241,-41.09715444,"county"
"ibge","brazil_NA_matias olimpio","brazil_piaui_matias olimpio",-3.707513405,-42.58387054,"county"
"ibge","brazil_NA_miguel alves","brazil_piaui_miguel alves",-4.240324749,-42.7735803,"county"
"ibge","brazil_NA_miguel leao","brazil_piaui_miguel leao",-5.704933392,-42.69782199,"county"
"ibge","brazil_NA_milton brandao","brazil_piaui_milton brandao",-4.701446094,-41.51235042,"county"
"ibge","brazil_NA_monsenhor gil","brazil_piaui_monsenhor gil",-5.609544113,-42.60602513,"county"
"ibge","brazil_NA_monsenhor hipolito","brazil_piaui_monsenhor hipolito",-6.910401446,-41.02329417,"county"
"ibge","brazil_NA_monte alegre piaui","brazil_piaui_monte alegre piaui",-9.604171464,-45.03030806,"county"
"ibge","brazil_NA_morro cabeca no tempo","brazil_piaui_morro cabeca no tempo",-9.811457348,-43.92187048,"county"
"ibge","brazil_NA_morro chapeu piaui","brazil_piaui_morro chapeu piaui",-3.705673556,-42.26342732,"county"
"ibge","brazil_NA_murici portelas","brazil_piaui_murici portelas",-3.355970314,-42.01321244,"county"
"ibge","brazil_NA_nazare piaui","brazil_piaui_nazare piaui",-7.052936052,-42.74606567,"county"
"ibge","brazil_NA_nazaria","brazil_piaui_nazaria",-5.445461342,-42.86845872,"county"
"ibge","brazil_NA_nossa senhora nazare","brazil_piaui_nossa senhora nazare",-4.643548768,-42.188694,"county"
"ibge","brazil_NA_nossa senhora remedios","brazil_piaui_nossa senhora remedios",-4.026230763,-42.6064092,"county"
"ibge","brazil_NA_novo oriente piaui","brazil_piaui_novo oriente piaui",-6.49547589,-41.97476424,"county"
"ibge","brazil_NA_oeiras","brazil_piaui_oeiras",-6.965828277,-42.16591601,"county"
"ibge","brazil_NA_olho agua piaui","brazil_piaui_olho agua piaui",-5.837916946,-42.55283331,"county"
"ibge","brazil_NA_padre marcos","brazil_piaui_padre marcos",-7.350117074,-40.89852464,"county"
"ibge","brazil_NA_paes landim","brazil_piaui_paes landim",-7.80958529,-42.28826847,"county"
"ibge","brazil_NA_pajeu piaui","brazil_piaui_pajeu piaui",-7.921764323,-42.82049944,"county"
"ibge","brazil_NA_palmeira piaui","brazil_piaui_palmeira piaui",-8.556469547,-44.46492842,"county"
"ibge","brazil_NA_palmeirais","brazil_piaui_palmeirais",-5.860735086,-42.96676249,"county"
"ibge","brazil_NA_paqueta","brazil_piaui_paqueta",-7.138311796,-41.68439128,"county"
"ibge","brazil_NA_parnagua","brazil_piaui_parnagua",-10.30444679,-44.56452936,"county"
"ibge","brazil_NA_parnaiba","brazil_piaui_parnaiba",-2.960493803,-41.75364036,"county"
"ibge","brazil_NA_passagem franca piaui","brazil_piaui_passagem franca piaui",-5.84456787,-42.39903751,"county"
"ibge","brazil_NA_patos piaui","brazil_piaui_patos piaui",-7.659284171,-41.31567407,"county"
"ibge","brazil_NA_pau arco piaui","brazil_piaui_pau arco piaui",-5.24547354,-42.47100894,"county"
"ibge","brazil_NA_paulistana","brazil_piaui_paulistana",-8.163426014,-41.2302097,"county"
"ibge","brazil_NA_pavussu","brazil_piaui_pavussu",-7.885752372,-43.36388292,"county"
"ibge","brazil_NA_pedro ii","brazil_piaui_pedro ii",-4.490281064,-41.39962243,"county"
"ibge","brazil_NA_pedro laurentino","brazil_piaui_pedro laurentino",-8.052670306,-42.27838415,"county"
"ibge","brazil_NA_picos","brazil_piaui_picos",-7.121215099,-41.52264752,"county"
"ibge","brazil_NA_pimenteiras","brazil_piaui_pimenteiras",-6.345765009,-41.1649052,"county"
"ibge","brazil_NA_pio ix","brazil_piaui_pio ix",-6.791182521,-40.71758424,"county"
"ibge","brazil_NA_piracuruca","brazil_piaui_piracuruca",-3.852317158,-41.61406217,"county"
"ibge","brazil_NA_piripiri","brazil_piaui_piripiri",-4.331231203,-41.77153988,"county"
"ibge","brazil_NA_porto","brazil_piaui_porto",-3.949993251,-42.70795212,"county"
"ibge","brazil_NA_porto alegre piaui","brazil_piaui_porto alegre piaui",-6.952530951,-44.05816082,"county"
"ibge","brazil_NA_prata piaui","brazil_piaui_prata piaui",-5.723434715,-42.16589118,"county"
"ibge","brazil_NA_queimada nova","brazil_piaui_queimada nova",-8.511289327,-41.33828128,"county"
"ibge","brazil_NA_redencao gurgueia","brazil_piaui_redencao gurgueia",-9.524339873,-44.45459358,"county"
"ibge","brazil_NA_regeneracao","brazil_piaui_regeneracao",-6.352446778,-42.48944612,"county"
"ibge","brazil_NA_riacho frio","brazil_piaui_riacho frio",-9.93021353,-44.81262682,"county"
"ibge","brazil_NA_ribeira piaui","brazil_piaui_ribeira piaui",-7.912534104,-42.61000955,"county"
"ibge","brazil_NA_ribeiro goncalves","brazil_piaui_ribeiro goncalves",-7.973723152,-45.34478141,"county"
"ibge","brazil_NA_rio grande piaui","brazil_piaui_rio grande piaui",-7.766767093,-43.15564845,"county"
"ibge","brazil_NA_santa cruz piaui","brazil_piaui_santa cruz piaui",-7.240357101,-41.7674945,"county"
"ibge","brazil_NA_santa cruz milagres","brazil_piaui_santa cruz milagres",-5.908603385,-41.8693126,"county"
"ibge","brazil_NA_santa luz","brazil_piaui_santa luz",-9.045154771,-44.10557882,"county"
"ibge","brazil_NA_santana piaui","brazil_piaui_santana piaui",-6.939097122,-41.50062586,"county"
"ibge","brazil_NA_santa rosa piaui","brazil_piaui_santa rosa piaui",-6.807906552,-42.23215813,"county"
"ibge","brazil_NA_santo antonio lisboa","brazil_piaui_santo antonio lisboa",-6.912695488,-41.20740725,"county"
"ibge","brazil_NA_santo antonio milagres","brazil_piaui_santo antonio milagres",-6.050036312,-42.70259149,"county"
"ibge","brazil_NA_santo inacio piaui","brazil_piaui_santo inacio piaui",-7.461186558,-42.01225367,"county"
"ibge","brazil_NA_sao braz piaui","brazil_piaui_sao braz piaui",-8.967429226,-43.00339702,"county"
"ibge","brazil_NA_sao felix piaui","brazil_piaui_sao felix piaui",-5.932719757,-42.11065328,"county"
"ibge","brazil_NA_sao francisco assis piaui","brazil_piaui_sao francisco assis piaui",-8.186026771,-41.57360796,"county"
"ibge","brazil_NA_sao francisco piaui","brazil_piaui_sao francisco piaui",-7.19875472,-42.50085552,"county"
"ibge","brazil_NA_sao goncalo gurgueia","brazil_piaui_sao goncalo gurgueia",-10.0882154,-45.32145827,"county"
"ibge","brazil_NA_sao goncalo piaui","brazil_piaui_sao goncalo piaui",-6.002631691,-42.65061737,"county"
"ibge","brazil_NA_sao joao canabrava","brazil_piaui_sao joao canabrava",-6.68403581,-41.38924102,"county"
"ibge","brazil_NA_sao joao fronteira","brazil_piaui_sao joao fronteira",-4.011537562,-41.2831836,"county"
"ibge","brazil_NA_sao joao serra","brazil_piaui_sao joao serra",-5.542463069,-41.88549855,"county"
"ibge","brazil_NA_sao joao varjota","brazil_piaui_sao joao varjota",-6.956694916,-41.88252986,"county"
"ibge","brazil_NA_sao joao arraial","brazil_piaui_sao joao arraial",-3.81934747,-42.44958762,"county"
"ibge","brazil_NA_sao joao piaui","brazil_piaui_sao joao piaui",-8.324473917,-42.25067754,"county"
"ibge","brazil_NA_sao jose peixe","brazil_piaui_sao jose peixe",-7.492703523,-42.57790854,"county"
"ibge","brazil_NA_sao jose piaui","brazil_piaui_sao jose piaui",-6.821337548,-41.49900943,"county"
"ibge","brazil_NA_sao juliao","brazil_piaui_sao juliao",-7.071772399,-40.82497395,"county"
"ibge","brazil_NA_sao lourenco piaui","brazil_piaui_sao lourenco piaui",-9.171194709,-42.53200272,"county"
"ibge","brazil_NA_sao luis piaui","brazil_piaui_sao luis piaui",-6.7667747,-41.26290459,"county"
"ibge","brazil_NA_sao miguel baixa grande","brazil_piaui_sao miguel baixa grande",-5.818114294,-42.27059788,"county"
"ibge","brazil_NA_sao miguel fidalgo","brazil_piaui_sao miguel fidalgo",-7.595694673,-42.33083645,"county"
"ibge","brazil_NA_sao miguel tapuio","brazil_piaui_sao miguel tapuio",-5.731198933,-41.43931994,"county"
"ibge","brazil_NA_sao pedro piaui","brazil_piaui_sao pedro piaui",-5.829847124,-42.78197854,"county"
"ibge","brazil_NA_sao raimundo nonato","brazil_piaui_sao raimundo nonato",-8.967517472,-42.71610569,"county"
"ibge","brazil_NA_sebastiao barros","brazil_piaui_sebastiao barros",-10.65195421,-44.81847957,"county"
"ibge","brazil_NA_sebastiao leal","brazil_piaui_sebastiao leal",-7.74360015,-44.09079247,"county"
"ibge","brazil_NA_sigefredo pacheco","brazil_piaui_sigefredo pacheco",-4.98313138,-41.81434522,"county"
"ibge","brazil_NA_simoes","brazil_piaui_simoes",-7.670459768,-40.74632244,"county"
"ibge","brazil_NA_simplicio mendes","brazil_piaui_simplicio mendes",-7.798011137,-42.01198758,"county"
"ibge","brazil_NA_socorro piaui","brazil_piaui_socorro piaui",-7.892876674,-42.46497322,"county"
"ibge","brazil_NA_sussuapara","brazil_piaui_sussuapara",-7.012688859,-41.35716924,"county"
